,Unnamed: 0,anime_id,title,type,source,episodes,airing,aired_string,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,producer,studio,genre1,genre2,genre3
2011,10375,31793,Mahou Shoujo Nante Mou Ii Desukara.,TV,Web manga,12,False,"Jan 12, 2016 to Mar 29, 2016",4 min. per ep.,PG-13 - Teens 13 or older,6.0,8236,7350.0,2834,17663,11,Winter 2016,Tuesdays at 01:11 (JST),"Earth Star Entertainment, F.M.F",Pine Jam,Comedy, Magic,
2012,10382,15915,Magical Hat,TV,Manga,33,False,"Oct 18, 1989 to Jul 6, 1990",25 min. per ep.,G - All Ages,5.38,26,11118.0,11227,201,0,Fall 1989,Unknown,"E&amp;G Films, Fuji TV, Yomiuri Advertising",Studio Pierrot,Adventure, Comedy, Fantasy
2013,10385,12431,Uchuu Kyoudai,TV,Manga,99,False,"Apr 1, 2012 to Mar 22, 2014",24 min. per ep.,PG-13 - Teens 13 or older,8.56,26666,80.0,881,98864,2503,Spring 2012,Sundays at 07:00 (JST),"Aniplex, Dentsu, YTV, Trinity Sound",A-1 Pictures,Comedy, Sci-Fi, Seinen
2014,10386,228,Jigoku Shoujo,TV,Original,26,False,"Oct 5, 2005 to Apr 5, 2006",25 min. per ep.,R - 17+ (violence & profanity),7.75,84656,992.0,334,219918,2863,Fall 2005,Unknown,"Aniplex, SKY Perfect Well Think",Studio Deen,Mystery, Horror, Psychological
2015,10387,28391,Ao no Kanata no Four Rhythm,TV,Visual novel,12,False,"Jan 12, 2016 to Mar 29, 2016",24 min. per ep.,PG-13 - Teens 13 or older,6.87,39468,4025.0,895,96877,448,Winter 2016,Tuesdays at 02:05 (JST),"TV Tokyo, Pony Canyon, AT-X, DLE, NBCUniversal Entertainment Japan, Docomo Anime Store, bilibili, Kanon Sound, Hobibox",Gonzo,Sci-Fi, Sports, Drama
2016,10388,1617,Massugu ni Ikou.,TV,Manga,4,False,"Aug 18, 2003 to Aug 21, 2003",21 min. per ep.,PG - Children,6.65,594,4979.0,6825,2025,6,Summer 2003,Unknown,Yomiuri Telecasting,Yumeta Company,Comedy, Josei, Romance
2017,10392,8685,Ryuuichi Manga Gekijou Onbu Obake,TV,Original,52,False,"Oct 7, 1972 to Sep 29, 1973",25 min. per ep.,G - All Ages,5.92,24,11915.0,11739,162,1,Fall 1972,Unknown,YTV,Eiken,Supernatural,,
2018,10395,495,Bakuretsu Hunters,TV,Manga,26,False,"Oct 3, 1995 to Mar 26, 1996",25 min. per ep.,R - 17+ (violence & profanity),6.82,4552,4230.0,3282,13120,33,Fall 1995,Tuesdays at 18:00 (JST),"Sotsu, Movic, TV Tokyo Music",Xebec,Adventure, Comedy, Ecchi
2019,10396,24037,Selector Spread WIXOSS,TV,Card game,12,False,"Oct 4, 2014 to Dec 20, 2014",24 min. per ep.,R - 17+ (violence & profanity),7.48,27601,1705.0,1446,54742,199,Fall 2014,Saturdays at 01:05 (JST),"Magic Capsule, Warner Bros., Showgate",J.C.Staff,Game, Psychological,
2020,10401,16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,TV,Game,13,False,"Jul 5, 2013 to Sep 27, 2013",24 min. per ep.,R - 17+ (violence & profanity),7.47,241645,1718.0,107,421293,5649,Summer 2013,Fridays at 01:35 (JST),"Geneon Universal Entertainment, Mainichi Broadcasting System, Showgate",Lerche,Mystery, Psychological, School
2021,10406,234,Dan Doh!!,TV,Manga,26,False,"Apr 3, 2004 to Sep 25, 2004",24 min. per ep.,G - All Ages,6.76,1146,4487.0,6147,2768,4,Spring 2004,Unknown,"TV Tokyo, HoriPro",Tokyo Kids,Adventure, Sports, Shounen
2022,10417,24629,Koufuku Graffiti,TV,4-koma manga,12,False,"Jan 9, 2015 to Mar 27, 2015",24 min. per ep.,PG-13 - Teens 13 or older,6.83,19895,4192.0,1420,55932,128,Winter 2015,Fridays at 01:46 (JST),"TBS, flying DOG",Shaft,Slice of Life, Comedy, Seinen
2023,10428,3637,Bouken Yuuki Pluster World,TV,Original,52,False,"Apr 3, 2003 to Mar 25, 2004",24 min. per ep.,G - All Ages,6.17,82,6847.0,9717,448,2,Spring 2003,Thursdays at 18:00 (JST),TV Tokyo,"Actas, Brain&#039;s Base",Action, Sci-Fi, Adventure
2024,10432,694,Canvas 2: Niji-iro no Sketch,TV,Visual novel,24,False,"Oct 2, 2005 to Mar 26, 2006",24 min. per ep.,PG-13 - Teens 13 or older,6.85,9320,4099.0,2560,21561,46,Fall 2005,Unknown,DAX Production,Zexcs,Comedy, Drama, Romance
2025,10435,18671,Chuunibyou demo Koi ga Shitai! Ren,TV,Light novel,12,False,"Jan 9, 2014 to Mar 27, 2014",24 min. per ep.,PG-13 - Teens 13 or older,7.6,177308,1344.0,211,301284,1318,Winter 2014,Thursdays at 00:30 (JST),"Lantis, TBS",Kyoto Animation,Comedy, Drama, Romance
2026,10436,2543,Robin Hood no Daibouken,TV,Unknown,52,False,"Jul 29, 1990 to Oct 28, 1992",25 min. per ep.,G - All Ages,7.22,2499,2744.0,4921,4862,16,Summer 1990,Unknown,NHK,Tatsunoko Production,Adventure, Historical, Romance
2027,10438,1453,Maison Ikkoku,TV,Manga,96,False,"Mar 26, 1986 to Mar 2, 1988",25 min. per ep.,R+ - Mild Nudity,8.24,8226,279.0,2077,30989,852,Spring 1986,Unknown,Kitty Films,Studio Deen,Slice of Life, Comedy, Drama
2028,10439,28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,TV,Manga,12,False,"Apr 7, 2015 to Jun 23, 2015",2 min. per ep.,PG-13 - Teens 13 or older,6.51,5217,5582.0,3656,10189,8,Spring 2015,Tuesdays at 01:08 (JST),"DAX Production, Earth Star Entertainment",Millepensee,Comedy, Shounen,
2029,10456,32313,Concrete Revolutio: Choujin Gensou - The Last Song,TV,Original,11,False,"Apr 10, 2016 to Jun 17, 2016",24 min. per ep.,R+ - Mild Nudity,7.16,8853,2951.0,2475,23044,65,Spring 2016,Sundays at 23:00 (JST),"Bandai Visual, Lantis, Tokyo MX, Animatic, Hakuhodo DY Media Partners, Anime Consortium Japan",Bones,Action, Sci-Fi, Mystery
2030,10469,2826,Oz no Mahoutsukai (1986),TV,Book,52,False,"Oct 6, 1986 to Sep 28, 1987",25 min. per ep.,G - All Ages,6.82,551,4247.0,7779,1274,8,Fall 1986,Unknown,TV Tokyo,"Panmedia, Meruhensha",Adventure, Kids, Fantasy
2031,10474,30375,Starmyu,TV,Original,12,False,"Oct 6, 2015 to Dec 22, 2015",24 min. per ep.,PG-13 - Teens 13 or older,7.08,10307,3285.0,2156,28983,247,Fall 2015,Tuesdays at 00:00 (JST),NBCUniversal Entertainment Japan,C-Station,Music, School, Slice of Life
2032,10476,35849,Darling in the FranXX,TV,Original,24,True,"Jan 13, 2018 to ?",24 min. per ep.,PG-13 - Teens 13 or older,8.17,76973,342.0,239,276912,4991,Winter 2018,Saturdays at 23:30 (JST),"Aniplex, Khara, Movic, Ultra Super Pictures, Lucent Pictures Entertainment, Tokyo MX, Nagoya TV Housou, Asahi Broadcasting, BS11, Lawson, ABC Animation","A-1 Pictures, Trigger, CloverWorks",Action, Sci-Fi, Drama
2033,10487,12021,Poyopoyo Kansatsu Nikki,TV,4-koma manga,52,False,"Jan 8, 2012 to Dec 30, 2012",3 min. per ep.,PG - Children,7.77,6452,952.0,2985,15893,128,Winter 2012,Sundays at Unknown,"DAX Production, Dream Creation, Möbius Tone",Studio Deen,Slice of Life, Comedy, Seinen
2034,10498,4427,Tatakae!! Ramenman,TV,Unknown,35,False,"Jan 10, 1988 to Sep 11, 1988",23 min. per ep.,R - 17+ (violence & profanity),6.56,116,5390.0,9156,619,4,Winter 1988,Unknown,Yomiko Advertising,Toei Animation,Action, Adventure, Martial Arts
2035,10500,9479,Coppelion,TV,Manga,13,False,"Oct 2, 2013 to Dec 25, 2013",24 min. per ep.,PG-13 - Teens 13 or older,6.54,37299,5443.0,949,89144,177,Fall 2013,Unknown,Starchild Records,GoHands,Action, Sci-Fi, Seinen
2036,10517,32105,Sousei no Onmyouji,TV,Manga,50,False,"Apr 6, 2016 to Mar 29, 2017",24 min. per ep.,PG-13 - Teens 13 or older,7.41,69923,1993.0,331,221001,1421,Spring 2016,Wednesdays at 18:25 (JST),"TV Tokyo, Nihon Ad Systems, TV Tokyo Music, Avex Pictures, Shueisha",Studio Pierrot,Action, Supernatural, Romance
2037,10533,5277,Sekirei: Pure Engagement,TV,Manga,13,False,"Jul 4, 2010 to Sep 26, 2010",24 min. per ep.,R+ - Mild Nudity,7.53,84998,1565.0,565,146749,469,Summer 2010,Unknown,Aniplex,Seven Arcs,Action, Harem, Comedy
2038,10547,31080,Anne Happy♪,TV,Manga,12,False,"Apr 7, 2016 to Jun 23, 2016",23 min. per ep.,PG-13 - Teens 13 or older,7.07,19439,3293.0,1606,46659,205,Spring 2016,Thursdays at 21:30 (JST),"Sotsu, AT-X, KlockWorx, Asmik Ace Entertainment, Houbunsha, BS Fuji, DIVE II Entertainment, Grooove, Avex Pictures, Contents Seed, Furyu",Silver Link.,Slice of Life, Comedy, School
2039,10554,5834,Kyojin no Hoshi,TV,Unknown,182,False,"Mar 30, 1968 to Sep 18, 1971",25 min. per ep.,G - All Ages,7.04,153,3414.0,8118,1092,3,Spring 1968,Unknown,"Tokyo Movie Shinsha, Yomiuri Telecasting",TMS Entertainment,Drama, Sports,
2040,10555,11385,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,TV,Original,25,False,"Oct 2, 2011 to Mar 25, 2012",25 min. per ep.,PG - Children,6.62,7167,5108.0,3055,15163,19,Fall 2011,Sundays at 06:30 (JST),TV Asahi,Toei Animation,Action, Adventure, Comedy
2041,10556,10357,Jinrui wa Suitai Shimashita,TV,Light novel,12,False,"Jul 2, 2012 to Sep 17, 2012",23 min. per ep.,PG-13 - Teens 13 or older,7.87,40680,756.0,723,118914,1627,Summer 2012,Unknown,"Sotsu, Lantis, Pony Canyon, Movic, Marvelous AQL",AIC A.S.T.A.,Comedy, Fantasy, Seinen
2042,10563,1792,Overman King Gainer,TV,Original,26,False,"Sep 7, 2002 to Mar 22, 2003",25 min. per ep.,PG-13 - Teens 13 or older,6.96,2430,3712.0,4087,7791,22,Fall 2002,Unknown,WOWOW,Sunrise,Action, Adventure, Mecha
2043,10582,206,Lodoss-tou Senki: Eiyuu Kishi Den,TV,Novel,27,False,"Apr 1, 1998 to Sep 30, 1998",24 min. per ep.,PG-13 - Teens 13 or older,7.22,7568,2728.0,2727,19218,94,Spring 1998,Wednesdays at 18:00 (JST),"Kadokawa Shoten, Yomiko Advertising, Marubeni",AIC,Action, Adventure, Drama
2044,10585,13377,Recorder to Randoseru Re♪,TV,Unknown,13,False,"Apr 4, 2012 to Jun 27, 2012",3 min. per ep.,PG-13 - Teens 13 or older,6.96,12246,3716.0,2652,20352,6,Spring 2012,Unknown,Takeshobo,Seven,Slice of Life, Comedy, School
2045,10588,23277,Saenai Heroine no Sodatekata,TV,Light novel,12,False,"Jan 16, 2015 to Mar 27, 2015",23 min. per ep.,PG-13 - Teens 13 or older,7.65,127501,1230.0,261,262774,2068,Winter 2015,Fridays at 00:50 (JST),"Aniplex, Dentsu, Fuji TV, Half H.P Studio, Cospa, Fuji Pacific Music Publishing, Good Smile Company, Kyoraku Industrial Holdings, Kansai Telecasting, Fujimi Shobo",A-1 Pictures,Harem, Comedy, Romance
2046,10592,3389,Bus Gamer,TV,Manga,3,False,"Mar 14, 2008 to Mar 29, 2008",23 min. per ep.,PG-13 - Teens 13 or older,6.62,12905,5101.0,2511,22317,38,Winter 2008,Unknown,"Frontier Works, Sotsu, Studio Izena",Anpro,Action,,
2047,10602,28677,Yamada-kun to 7-nin no Majo (TV),TV,Manga,12,False,"Apr 12, 2015 to Jun 28, 2015",24 min. per ep.,PG-13 - Teens 13 or older,7.84,178947,821.0,190,316766,2253,Spring 2015,Sundays at 23:30 (JST),"Dentsu, Frontier Works, Kodansha, Rakuonsha, Ultra Super Pictures, Memory-Tech, Daiichikosho, Lawson HMV Entertainment, Amuse, Animatic, A-Sketch",LIDENFILMS,Harem, Mystery, Comedy
2048,10605,2508,Genshiken 2,TV,Manga,12,False,"Oct 10, 2007 to Dec 26, 2007",24 min. per ep.,R - 17+ (violence & profanity),7.83,35064,828.0,1297,62526,181,Fall 2007,Unknown,"Genco, Lantis, Media Factory, Kids Station, Magic Capsule, Palm Studio, Showgate",Arms,Comedy, Parody, Slice of Life
2049,10607,9799,Shin-Men,TV,Unknown,13,False,"Nov 26, 2010 to Sep 14, 2012",12 min. per ep.,G - All Ages,6.35,144,6201.0,8850,730,1,Fall 2010,Unknown,"TV Asahi, Asatsu DK",Shin-Ei Animation,Action, Comedy, Super Power
2050,10608,341,Spiral: Suiri no Kizuna,TV,Manga,25,False,"Oct 1, 2002 to Mar 25, 2003",23 min. per ep.,PG-13 - Teens 13 or older,7.35,17595,2258.0,1760,40535,295,Fall 2002,Tuesdays at 18:00 (JST),"TV Tokyo, Aniplex, Sotsu, SME Visual Works",J.C.Staff,Drama, Mystery, Shounen
2051,10614,1103,Shinkon Gattai Godannar!!,TV,Original,13,False,"Oct 1, 2003 to Dec 24, 2003",25 min. per ep.,R+ - Mild Nudity,6.79,3297,4370.0,3595,10528,26,Fall 2003,Unknown,AIC,OLM,Ecchi, Comedy, Mecha
2052,10620,297,Grenadier: Hohoemi no Senshi,TV,Manga,12,False,"Oct 14, 2004 to Jan 13, 2005",25 min. per ep.,PG-13 - Teens 13 or older,6.8,20386,4314.0,1719,42324,63,Fall 2004,Unknown,"Shochiku, Kadokawa Shoten, Toshiba Entertainment",Group TAC,Action, Ecchi, Adventure
2053,10623,3001,Moyashimon,TV,Manga,11,False,"Oct 12, 2007 to Dec 21, 2007",23 min. per ep.,PG-13 - Teens 13 or older,7.65,22170,1226.0,1500,51854,229,Fall 2007,Unknown,"Dentsu, Kodansha, Fuji TV, Sony Music Entertainment, Fuji Pacific Music Publishing","Telecom Animation Film, Shirogumi",Comedy, School, Supernatural
2054,10626,17741,Kimi no Iru Machi,TV,Manga,12,False,"Jul 13, 2013 to Sep 28, 2013",20 min. per ep.,R+ - Mild Nudity,7.11,37113,3166.0,978,87052,424,Summer 2013,Unknown,"TV Tokyo, ZERO-A",Gonzo,Drama, Romance, Slice of Life
2055,10642,5983,Higepiyo,TV,Original,39,False,"Apr 3, 2009 to Feb 19, 2010",5 min. per ep.,PG - Children,7.2,1822,2814.0,4952,4793,14,Spring 2009,Unknown,Aniplex,Kinema Citrus,Comedy,,
2056,10643,156,X,TV,Manga,24,False,"Oct 3, 2001 to Mar 27, 2002",24 min. per ep.,R+ - Mild Nudity,7.52,26677,1594.0,1374,58165,710,Fall 2001,Wednesdays at 18:30 (JST),"Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com",Madhouse,Action, Super Power, Drama
2057,10645,9996,Hyouge Mono,TV,Manga,39,False,"Apr 7, 2011 to Jan 26, 2012",25 min. per ep.,R - 17+ (violence & profanity),8.06,1893,474.0,3085,14880,168,Spring 2011,Unknown,"NHK, Sogo Vision",Bee Train,Historical, Samurai, Seinen
2058,10649,3193,Asobot Senki Gokuu,TV,Manga,52,False,"Oct 1, 2002 to Sep 30, 2003",23 min. per ep.,PG-13 - Teens 13 or older,6.83,707,4172.0,6773,2076,8,Fall 2002,Tuesdays at 18:30 (JST),TV Tokyo,Studio Egg,Action, Sci-Fi, Adventure
2059,10656,10525,Shinseiki Duel Masters Flash,TV,Original,24,False,"Apr 10, 2006 to Mar 23, 2007",21 min. per ep.,G - All Ages,5.97,94,7426.0,9858,416,0,Spring 2006,Unknown,G&amp;G Entertainment,SynergySP,Comedy, Kids,
2060,10657,15119,Senran Kagura,TV,Game,12,False,"Jan 6, 2013 to Mar 24, 2013",24 min. per ep.,PG-13 - Teens 13 or older,6.45,22912,5815.0,1116,74140,207,Winter 2013,Sundays at 20:30 (JST),"Genco, Lantis, Media Factory, AT-X, Marvelous AQL, Showgate, Senran Kagura Partners",Artland,Action, Comedy, Ecchi
2061,10661,5485,Shin Mazinger Shougeki! Z-hen,TV,Manga,26,False,"Apr 4, 2009 to Sep 26, 2009",23 min. per ep.,R - 17+ (violence & profanity),7.91,2996,688.0,3715,9755,122,Spring 2009,Unknown,"Lantis, Dynamic Planning","Bee Media, Code",Action, Super Power, Drama
2062,10662,2157,Koutetsushin Jeeg,TV,Original,13,False,"Apr 5, 2007 to Jul 12, 2007",23 min. per ep.,PG-13 - Teens 13 or older,7.05,1615,3374.0,5183,4282,10,Spring 2007,Unknown,"Dynamic Planning, Kyoraku Industrial Holdings",Actas,Mecha, Sci-Fi,
2063,10663,33203,Fukumenkei Noise,TV,Manga,12,False,"Apr 11, 2017 to Jun 27, 2017",23 min. per ep.,PG-13 - Teens 13 or older,7.16,18958,2957.0,1489,52337,354,Spring 2017,Tuesdays at 23:00 (JST),"Shogakukan Productions, Nihon Ad Systems, Hakusensha, Warner Bros., KlockWorx, BS Fuji, Kansai Telecasting",Brain&#039;s Base,Music, Romance, Shoujo
2064,10664,1517,Silent Möbius,TV,Manga,26,False,"Jan 29, 1998 to Apr 7, 1998",24 min. per ep.,PG-13 - Teens 13 or older,6.9,3266,3932.0,3816,9153,31,Winter 1998,Tuesdays at 18:00 (JST),Sotsu,Radix,Action, Sci-Fi, Comedy
2065,10665,598,Jinzou Ningen Kikaider The Animation,TV,Unknown,13,False,"Oct 16, 2000 to Jan 8, 2001",23 min. per ep.,PG-13 - Teens 13 or older,7.07,3221,3307.0,4311,6750,54,Fall 2000,Sundays at 23:25 (JST),"Aniplex, SME Visual Works, Studio OX",Radix,Action, Drama, Mecha
2066,10669,121,Fullmetal Alchemist,TV,Manga,51,False,"Oct 4, 2003 to Oct 2, 2004",24 min. per ep.,PG-13 - Teens 13 or older,8.29,491403,247.0,21,791812,21753,Fall 2003,Saturdays at 18:00 (JST),"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System",Bones,Action, Adventure, Comedy
2067,10677,5630,Higashi no Eden,TV,Original,11,False,"Apr 10, 2009 to Jun 19, 2009",23 min. per ep.,R - 17+ (violence & profanity),7.96,173942,599.0,156,346202,3733,Spring 2009,Fridays at 00:45 (JST),"Fuji TV, Asmik Ace Entertainment, Sony Music Entertainment",Production I.G,Action, Sci-Fi, Mystery
2068,10679,2963,Minami-ke,TV,Manga,13,False,"Oct 8, 2007 to Dec 31, 2007",24 min. per ep.,PG-13 - Teens 13 or older,7.77,54966,947.0,677,124474,1098,Fall 2007,Mondays at Unknown,"Starchild Records, Magic Capsule, Eye Move, Sunny Side Up",Daume,Slice of Life, Comedy, School
2069,10680,2903,Sakigake!! Otokojuku,TV,Manga,34,False,"Feb 25, 1988 to Nov 14, 1988",24 min. per ep.,R - 17+ (violence & profanity),7.44,1489,1864.0,4432,6362,58,Winter 1988,Mondays at 19:00 (JST),Lantis,Toei Animation,Action, Comedy, Martial Arts
2070,10683,26453,Tribe Cool Crew,TV,Original,50,False,"Sep 28, 2014 to Oct 4, 2015",20 min. per ep.,PG - Children,7.0,955,3586.0,5449,3778,27,Fall 2014,Sundays at 07:00 (JST),"Avex Entertainment, Bandai, Nagoya TV Housou","Sunrise, Bandai Namco Pictures",Music, School,
2071,10686,13203,Lupin the Third: Mine Fujiko to Iu Onna,TV,Manga,13,False,"Apr 5, 2012 to Jun 28, 2012",23 min. per ep.,R+ - Mild Nudity,7.82,12782,845.0,2030,32231,278,Spring 2012,Unknown,"Tohokushinsha Film Corporation, Po10tial, Nippon Television Network",TMS Entertainment,Action, Adventure, Comedy
2072,10687,10224,Uchuu Majin Daikengou,TV,Original,26,False,"Jul 27, 1978 to Feb 15, 1979",25 min. per ep.,PG-13 - Teens 13 or older,6.43,64,5902.0,9950,398,2,Summer 1978,Unknown,TV Asahi,"Toei Animation, Studio Nue",Action, Adventure, Mecha
2073,10689,10360,Kinniku Banzuke: Kongou-kun no Daibouken!,TV,Other,3,False,"Jul 30, 2001 to Aug 30, 2001",22 min. per ep.,PG-13 - Teens 13 or older,5.28,68,8721.0,10618,275,0,Summer 2001,Unknown,Bandai Visual,Studio Pierrot,Action, Shounen, Sports
2074,10693,8353,Ketsuinu,TV,Web manga,13,False,"Apr 1, 2010 to May 31, 2010",2 min. per ep.,PG-13 - Teens 13 or older,5.53,32,10849.0,10358,318,1,Spring 2010,Unknown,Think Corporation,Toei Animation,Comedy,,
2075,10695,740,Bishoujo Senshi Sailor Moon R,TV,Manga,43,False,"Mar 6, 1993 to Mar 12, 1994",24 min. per ep.,PG-13 - Teens 13 or older,7.75,50821,980.0,964,87868,591,Spring 1993,Unknown,TV Asahi,Toei Animation,Demons, Magic, Romance
2076,10705,34177,Tenshi no 3P!,TV,Light novel,12,False,"Jul 10, 2017 to Sep 25, 2017",23 min. per ep.,PG-13 - Teens 13 or older,6.79,10560,4376.0,2083,30876,41,Summer 2017,Mondays at 20:00 (JST),"Sotsu, Lantis, AT-X, Barnum Studio, KlockWorx, GAGA, ASCII Media Works, Studio Mausu, Showgate, Happinet Pictures, Hakuhodo DY Music &amp; Pictures",Project No.9,Music, School, Slice of Life
2077,10717,9736,Astarotte no Omocha!,TV,Manga,12,False,"Apr 11, 2011 to Jun 26, 2011",23 min. per ep.,PG-13 - Teens 13 or older,6.75,45891,4517.0,925,92243,200,Spring 2011,Unknown,"Kadokawa Shoten, Pony Canyon, DAX Production, KlockWorx, ASCII Media Works",Diomedea,Comedy, Demons, Ecchi
2078,10719,1618,Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),TV,Novel,26,False,"Apr 4, 1999 to Sep 26, 1999",25 min. per ep.,PG-13 - Teens 13 or older,6.7,684,4774.0,5898,3077,7,Spring 1999,Sundays at 09:30 (JST),Kadokawa Shoten,J.C.Staff,Action, Sci-Fi, Adventure
2079,10722,34295,Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,TV,4-koma manga,12,False,"Jan 3, 2017 to Mar 21, 2017",3 min. per ep.,PG-13 - Teens 13 or older,6.16,2482,6895.0,4548,5977,16,Winter 2017,Tuesdays at 23:30 (JST),"Dream Creation, On-Lead",Seven,Slice of Life, Comedy,
2080,10724,31240,Re:Zero kara Hajimeru Isekai Seikatsu,TV,Light novel,25,False,"Apr 4, 2016 to Sep 19, 2016",25 min. per ep.,R - 17+ (violence & profanity),8.43,438250,153.0,36,720575,27120,Spring 2016,Mondays at 01:05 (JST),"TV Tokyo, Media Factory, Kadokawa Shoten, AT-X, Magic Capsule, Memory-Tech, Hakuhodo DY Music &amp; Pictures",White Fox,Psychological, Drama, Thriller
2081,10731,25397,Absolute Duo,TV,Light novel,12,False,"Jan 4, 2015 to Mar 22, 2015",24 min. per ep.,R - 17+ (violence & profanity),6.76,147651,4476.0,265,260712,992,Winter 2015,Sundays at 20:30 (JST),"Half H.P Studio, AT-X, feng, Showgate",8bit,Action, Harem, Supernatural
2082,10739,32881,Tiger Mask W,TV,Manga,38,False,"Oct 2, 2016 to Jul 2, 2017",23 min. per ep.,PG-13 - Teens 13 or older,7.08,3469,3287.0,3181,14138,47,Fall 2016,Sundays at 02:30 (JST),TV Asahi,Toei Animation,Action, Sports, Drama
2083,10740,5854,Shin Chou Kyou Ryo: Condor Hero III,TV,Unknown,26,False,"Apr 13, 2008 to May 3, 2008",20 min. per ep.,PG-13 - Teens 13 or older,7.56,535,1472.0,7099,1781,4,Spring 2008,Unknown,Jade Animation,Nippon Animation,Action, Adventure, Drama
2084,10745,586,Ayakashi: Japanese Classic Horror,TV,Other,11,False,"Jan 13, 2006 to Mar 24, 2006",23 min. per ep.,R - 17+ (violence & profanity),7.55,16104,1484.0,1714,42518,188,Winter 2006,Unknown,"Dentsu, SKY Perfect Well Think, Fuji TV, Asmik Ace Entertainment, Sony Music Entertainment",Toei Animation,Mystery, Historical, Horror
2085,10746,34290,Kirakira☆Precure A La Mode,TV,Original,49,False,"Feb 5, 2017 to Jan 28, 2018",24 min. per ep.,G - All Ages,6.94,1062,3780.0,4968,4760,46,Winter 2017,Sundays at 08:30 (JST),"Asatsu DK, Asahi Broadcasting, ABC Animation",Toei Animation,Action, Fantasy, Magic
2086,10756,20755,Ganbare! Lulu Lolo,TV,Picture book,26,False,"Jan 17, 2013 to Feb 21, 2013",5 min. per ep.,PG - Children,5.56,9,10172.0,11465,182,0,Winter 2013,Unknown,NHK,Fanworks,Kids, Slice of Life,
2087,10760,5356,Canaan,TV,Visual novel,13,False,"Jul 4, 2009 to Sep 26, 2009",23 min. per ep.,R - 17+ (violence & profanity),7.36,62428,2172.0,550,148914,790,Summer 2009,Saturdays at 22:30 (JST),"Lantis, Pony Canyon, Magic Capsule, Bushiroad, Showgate, Good Smile Company",P.A. Works,Action,,
2088,10763,5234,Zettai Yareru Greece Shinwa,TV,Original,13,False,"Oct 4, 2008 to Dec 27, 2008",24 min. per ep.,R+ - Mild Nudity,5.47,34,12839.0,10029,377,0,Fall 2008,Unknown,VAP,A-1 Pictures,Comedy, Ecchi,
2089,10766,16393,Norakuro-kun,TV,Manga,50,False,"Oct 4, 1987 to Oct 2, 1988",25 min. per ep.,G - All Ages,6.78,18,11524.0,11340,192,0,Fall 1987,Unknown,"Yomiko Advertising, Fuji TV",Studio Pierrot,Comedy, Mystery,
2090,10769,77,Mahou Shoujo Lyrical Nanoha A&#039;s,TV,Original,13,False,"Oct 2, 2005 to Dec 25, 2005",25 min. per ep.,PG-13 - Teens 13 or older,8.07,25789,466.0,1574,47870,948,Fall 2005,Unknown,"Starchild Records, Omnibus Japan",Seven Arcs,Action, Comedy, Drama
2091,10771,2032,Wellber no Monogatari: Sisters of Wellber,TV,Original,13,False,"Apr 4, 2007 to Jun 27, 2007",24 min. per ep.,PG-13 - Teens 13 or older,6.74,1942,4605.0,4379,6488,6,Spring 2007,Unknown,"Trans Arts, Nagoya TV Housou",Production I.G,Action, Adventure, Comedy
2092,10773,3437,Mister Ajikko,TV,Unknown,99,False,"Oct 8, 1987 to Sep 28, 1989",24 min. per ep.,G - All Ages,7.23,463,2691.0,6328,2569,16,Fall 1987,Unknown,TV Tokyo,Sunrise,Comedy, Shounen,
2093,10777,12809,Wonder Bebil-kun,TV,Unknown,30,False,"Apr 11, 2003 to Feb 6, 2004",25 min. per ep.,G - All Ages,6.33,12,12672.0,12456,125,0,Spring 2003,Unknown,"Aniplex, Dentsu, NHK",Radix,Comedy, Fantasy,
2094,10778,15863,Ginga Kikoutai Majestic Prince,TV,Manga,24,False,"Apr 4, 2013 to Sep 19, 2013",23 min. per ep.,PG-13 - Teens 13 or older,7.42,17265,1931.0,1731,41708,130,Spring 2013,Thursdays at 22:30 (JST),"TV Tokyo, Sotsu, Kadokawa Shoten, KlockWorx, Bandai Namco Games, TOHO animation","Doga Kobo, Orange",Action, Mecha, School
2095,10779,6899,Stitch!: Itazura Alien no Daibouken,TV,Other,29,False,"Oct 13, 2009 to Jun 29, 2010",25 min. per ep.,G - All Ages,6.27,372,6528.0,7977,1167,3,Fall 2009,Unknown,Tohokushinsha Film Corporation,Madhouse,Adventure, Comedy, Kids
2096,10785,10578,C³,TV,Light novel,12,False,"Oct 1, 2011 to Dec 17, 2011",24 min. per ep.,R - 17+ (violence & profanity),6.8,58393,4305.0,671,124739,232,Fall 2011,Unknown,Starchild Records,Silver Link.,Action, Comedy, Ecchi
2097,10795,2076,Kindaichi Shounen no Jikenbo,TV,Manga,148,False,"Apr 7, 1997 to Sep 11, 2000",24 min. per ep.,R - 17+ (violence & profanity),8.11,2611,423.0,3344,12619,126,Spring 1997,Mondays at 19:00 (JST),"Dentsu, Yomiuri Telecasting",Toei Animation,Mystery, Shounen,
